win_rate,total_pnl,avg_pnl,avg_win,avg_loss,profit_factor,winning_trades,losing_trades,criteria_name,total_trades
34.724292101341284,184.01689882107482,0.27424277022514876,1.6824557832772524,-0.47487511114731723,1.884716625744269,233,438,ADX + Trend,671
33.33333333333333,2.2073071288620856,0.1471538085908057,1.1675166207933476,-0.36302759751046526,1.6080273632085103,5,10,Combo1: RSI + Stoch + EMA,15
28.96596017983301,197.13196670343976,0.1266101263349003,1.3513885035310367,-0.37282481771162546,1.4780761887029903,451,1106,EMA Crossover,1557
27.802690582959645,72.74356762297862,0.16310216955824802,1.563315485590978,-0.3761104117711264,1.600652610568924,124,322,Stoch RSI + EMA,446
25.678496868475992,55.69114109323726,0.05813271512864015,1.298991896229019,-0.3705911030605358,1.2110625272649778,246,712,MACD + EMA,958
20.54794520547945,3.080247326751845,0.042195168859614315,1.8731648171049875,-0.4313314643072926,1.123125060249184,15,58,Combo2: MACD + Stoch + EMA,73
20.0,-1.0449616067895402,-0.10449616067895402,0.9329291304201266,-0.3638524834537242,0.6410078073156668,2,8,RSI + EMA,10
19.607843137254903,-5.161929076771352,-0.10121429562296769,1.156481523130621,-0.40796937336774547,0.6913966650235341,10,41,Combo3: ADX + RSI + EMA,51
